#No.,RA,DEC,Type,Velocity,Redshift,Redshift Flag,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations ,Redshift-independent Distances,Classifications,Images,Spectra
654,32.238694,47.219905,G,4978.053765,0.016605,,31,1,45,13,7,7,,,8,1,1
655,32.104082,14.349556,G,4418.041454,0.014737,,97,,97,30,23,15,,11,16,8,4
656,32.1855,38.777194,G,4243.861975,0.014156,,92,2,60,18,16,8,,15,27,9,4
657,32.115583,6.394917,G,3516.565532,0.01173,,72,1,40,26,20,7,,3,11,1,2
658,32.134833,6.323722,G,3396.048964,0.011328,,65,2,44,20,17,7,,10,17,1,5
659,32.086625,-24.547639,G,9634.13043,0.032136,,23,,40,9,7,17,,3,3,3,1
660,32.234417,7.971472,G,3464.101852,0.011555,,58,,44,18,16,7,,7,16,1,3
661,32.26,6.159167,G,3319.002303,0.011071,,17,,22,11,6,1,,3,5,,2
662,31.927708,-65.928028,G,8076.109026,0.026939,,15,,41,11,5,15,,3,4,3,
663,32.4855,38.178389,G,5548.858605,0.018509,,22,,41,12,7,2,,3,3,1,2
664,32.325333,-23.415083,G,5333.907413,0.017792,,83,1,65,16,13,19,,17,27,3,5
665,32.36785,-9.680325,G,1930.963222,0.006441,,77,1,39,20,16,5,,15,18,9,5
666,32.487,16.032722,G,8238.896331,0.027482,,46,1,48,20,13,7,,3,9,1,4
667,32.576917,38.593528,G,7239.987861,0.02415,,23,,36,12,7,7,,7,11,1,2
668,32.474917,10.961083,G,4578.130626,0.015271,,24,,44,16,8,4,,3,5,1,3
669,32.231083,-56.737056,G,6418.856318,0.021411,,26,2,51,10,6,17,,9,15,3,1
670,32.537083,7.645861,G,3435.021984,0.011458,,37,,52,19,10,7,,3,11,1,2
671,32.567539,7.845311,G,7269.967107,0.02425,,54,1,52,17,13,8,,14,25,1,3
672,32.560166,-9.711039,G,2005.011959,0.006688,,49,2,34,13,9,8,1,7,10,8,4
673,32.525542,-32.939861,G,3348.082171,0.011168,,65,3,66,18,17,20,,14,27,4,3
674,32.567708,-22.4315,G,5580.037021,0.018613,,28,2,41,13,8,18,,3,6,3,1
675,32.749583,32.730611,G,11801.030317,0.039364,,21,,25,12,5,5,,1,6,1,3
676,32.749,37.823861,G,4362.879641,0.014553,,44,2,41,14,11,6,,5,11,1,2
677,32.755375,37.666278,G,4593.120099,0.015321,,94,5,64,21,14,7,,11,21,3,2
678,32.79875,38.757806,G,7210.008615,0.02405,,20,,22,10,6,6,,4,7,1,2
679,32.822333,37.497167,G,4544.853663,0.01516,,88,4,59,18,15,8,,13,27,2,3
680,32.761333,17.199583,G,4311.914923,0.014383,,21,,34,10,7,3,,4,7,1,3
681,32.665292,-22.652306,G,5223.883581,0.017425,,33,1,38,15,7,15,,14,15,3,3
682,32.662108,-40.918076,G,1415.020426,0.00472,,37,1,21,9,6,17,,6,13,4,2
683,32.894875,31.509861,G,4984.049614,0.016625,,39,1,43,15,10,6,,6,16,1,3
684,32.855333,15.898806,G,7809.893323,0.026051,,21,1,40,11,9,5,,8,16,1,3
685,32.727708,-39.365861,G,5225.982128,0.017432,,46,2,54,14,10,18,,10,12,3,1
686,32.989208,29.313889,G,4912.998802,0.016388,,30,,47,12,9,5,,8,12,1,3
687,32.93325,-6.490361,G,5038.012257,0.016805,,31,2,51,15,10,5,,7,11,1,4
688,33.082458,37.477333,G,4433.031076,0.014787,,51,1,47,15,9,7,,7,13,2,3
689,32.878125,-35.835111,G,6220.093919,0.020748,,46,1,46,13,12,19,1,13,17,3,2
690,32.943542,-18.266083,G,5022.123256,0.016752,,24,2,41,12,10,19,,3,10,3,1
691,32.942516,-19.922887,G,4337.09749,0.014467,,23,2,14,8,4,14,1,4,4,2,
692,32.984708,-20.376111,G,9299.86184,0.031021,,25,,47,14,7,17,,7,7,3,1
693,32.671625,-75.037694,G,8133.069593,0.027129,,43,1,52,11,7,17,,10,9,3,1
694,33.297042,9.511028,G,8211.91501,0.027392,,17,1,39,11,7,5,,3,7,1,2
695,33.22775,-19.316889,G,2454.101061,0.008186,,65,2,54,19,13,18,,17,16,5,2
696,33.39125,25.8555,G,4788.884724,0.015974,,69,2,52,16,12,6,,12,20,1,4
697,33.362333,9.611167,G,13604.281952,0.045379,PHOT,5,,31,6,1,3,,,1,1,
698,33.409409,16.593951,G,11094.119701,0.037006,,19,,36,12,7,2,1,3,6,,3
699,33.358372,-18.833289,G,10428.880236,0.034787,,19,,44,11,7,17,,3,4,3,1
700,33.453625,16.796944,G,10803.021224,0.036035,,19,1,11,8,6,5,1,3,9,,2
701,33.517833,16.455889,G,8213.114179,0.027396,,49,,39,14,13,9,,7,15,6,3
702,33.71075,31.470583,G,5275.148091,0.017596,,48,1,55,20,14,6,,10,15,1,3
703,33.60775,-7.368472,G,5005.035146,0.016695,,46,,41,15,9,6,,8,10,5,2
704,33.837667,49.844167,G,12122.108039,0.040435,,17,,29,5,1,5,,,4,1,
705,33.553708,-31.149333,G,3688.946196,0.012305,,29,1,37,9,9,18,,9,13,3,3
706,33.7675,32.724861,G,4445.022775,0.014827,,28,1,39,10,8,7,,6,14,1,2
707,33.649417,-7.310111,G,12685.117766,0.042313,,17,,43,12,7,4,,4,2,1,1
708,33.299083,-70.913083,G,7999.961742,0.026685,,29,2,42,11,4,17,,16,17,3,
709,33.835917,22.006111,G,4418.041454,0.014737,,47,,53,15,8,6,,12,22,1,3
710,33.738625,-20.211778,G,1608.386537,0.005365,,52,3,33,13,11,17,,9,20,4,4
711,33.975583,42.823889,G,5685.863758,0.018966,,28,1,41,12,9,6,,4,11,1,2
712,33.933708,25.206583,G,5085.079673,0.016962,,31,1,50,16,11,6,,7,13,1,3
713,33.855125,-17.781056,G,4314.912848,0.014393,,44,1,46,14,12,18,,13,17,3,2
714,34.053292,32.6495,G,4817.065215,0.016068,,59,4,49,18,12,6,,10,20,1,2
715,34.062958,28.599722,G,2994.926655,0.00999,,68,1,48,21,16,6,,17,20,4,3
716,33.958167,-31.201,G,3521.362212,0.011746,,65,3,58,12,13,20,,14,23,4,4
717,34.0435,-11.926722,G,1889.891655,0.006304,,66,,43,20,12,5,,14,13,3,3
718,34.294708,14.547833,G,3739.910914,0.012475,,91,3,71,24,15,6,,12,42,5,5
719,34.472129,14.521266,G,3894.004237,0.012989,,71,3,74,24,9,7,,6,18,2,4
720,34.4985,14.544056,G,3915.889086,0.013062,,196,6,137,37,18,8,,12,68,12,11
721,34.478917,-34.80325,G,6280.951788,0.020951,,33,2,23,9,8,16,2,3,11,3,3
722,34.683958,30.502333,G,4725.928308,0.015764,,27,,27,9,7,3,,7,15,,3
723,34.510542,-27.818306,G,4910.000877,0.016378,,18,1,39,11,8,16,,4,6,3,3
724,34.7325,15.156944,G,3786.978329,0.012632,,20,,7,7,7,,,3,5,,4
725,34.688625,-6.639083,G,5253.862826,0.017525,,54,2,58,19,11,7,,8,13,4,4
726,34.645917,-25.756611,G,10722.07726,0.035765,,21,,41,13,9,17,,3,4,3,2
727,34.737917,4.815,G,5801.88344,0.019353,,19,,18,8,6,3,,3,8,,2
728,34.813669,-18.93225,G,1608.086745,0.005364,,49,1,37,14,10,16,,13,18,4,3
729,34.969667,29.03625,G,4984.948992,0.016628,,54,1,43,17,12,9,,12,18,8,3
730,34.871304,-21.435918,G,1596.095046,0.005324,,45,,19,13,8,14,2,15,12,4,
731,34.885875,-16.069722,G,4311.914923,0.014383,,38,,42,12,11,6,,7,14,1,4
732,35.083083,8.03825,G,7183.926671,0.023963,,18,1,36,10,8,7,,3,7,1,2
733,35.025458,-19.750722,G,2335.982833,0.007792,,72,3,57,19,18,18,,16,22,5,4
734,34.483875,-76.08125,G,8271.873501,0.027592,,25,1,50,10,6,17,,2,6,3,
735,34.994083,-41.403139,G,6069.897897,0.020247,,45,2,49,15,10,19,,9,13,3,1
736,35.326958,13.718,G,7835.07589,0.026135,,21,,37,13,7,7,,3,8,1,2
737,35.355125,25.422833,G,4525.966738,0.015097,,40,,48,16,11,6,,11,18,1,3
738,35.064917,-58.708222,G,8982.081834,0.029961,,15,,47,11,4,15,,3,4,3,
739,35.4435,33.020833,G,3947.067502,0.013166,,38,,49,16,10,6,,15,21,1,2
740,35.37925,14.198861,G,3744.108008,0.012489,,55,1,42,18,15,6,,12,20,1,5
741,35.452083,16.874667,G,3965.954427,0.013229,,40,,41,15,10,6,,10,18,1,2
742,35.552125,28.73475,G,4790.083894,0.015978,,33,1,46,16,13,6,,7,13,1,3
743,35.639224,42.349146,G,527.934519,0.001761,,875,26,114,52,22,8,1,30,51,82,16
744,35.670417,28.256972,G,5086.878427,0.016968,,66,1,49,19,14,7,,17,22,3,3
745,35.26449,-63.624516,G,5866.938403,0.01957,,12,,34,7,1,17,,1,4,3,
746,35.49575,-37.454944,G,4895.910632,0.016331,,36,1,52,13,12,19,,9,11,3,1
747,35.88275,25.465083,G,11291.982723,0.037666,,21,,39,11,9,2,,3,5,1,4
748,35.757958,-20.712056,G,1668.045236,0.005564,,73,4,41,20,13,17,,14,23,5,3
749,35.769042,-21.233861,G,1504.7,0.005019,SPEC,223,8,98,23,17,20,,29,47,15,6
750,35.966417,25.542056,G,5112.960371,0.017055,,31,,43,12,10,6,,2,8,1,5
751,35.981583,27.492806,G,10705.888468,0.035711,,39,1,47,15,12,7,,11,17,1,3
752,36.175625,25.561083,G,9647.920883,0.032182,,35,1,48,15,12,7,,12,17,1,4
753,36.103375,-2.162361,G,1382.942609,0.004613,,79,1,53,24,18,6,,15,27,3,3
754,36.31492,45.451259,G,5192.10558,0.017319,,38,1,15,14,10,3,1,9,14,,2
755,36.16925,-19.142028,G,10111.999608,0.03373,,77,3,33,16,12,18,,5,10,7,1
756,36.410153,23.000809,G,4195.895242,0.013996,,23,,42,13,7,6,,3,7,1,3
757,36.521583,42.144083,G,5535.967529,0.018466,,49,1,50,16,15,7,,10,15,2,2
758,36.461825,18.49625,G,1508.855441,0.005033,,163,3,88,26,20,8,,26,40,9,4
759,36.368083,-25.637917,G,4846.145084,0.016165,,43,1,49,15,14,19,,9,15,4,4
760,36.606917,22.995944,G,10189.945647,0.03399,,28,1,39,12,8,5,,12,18,1,2
761,36.527958,-0.331932,G,6388.842596,0.021311,SPEC,79,1,108,33,27,15,,7,19,7,4
762,36.734917,20.533,G,4215.081959,0.01406,,24,,36,12,8,6,,3,9,1,3
763,36.63925,-15.847528,G,6885.932968,0.022969,,28,,36,11,8,6,,3,9,1,4
764,36.820333,33.579167,G,553.117085,0.001845,,701,15,145,56,27,8,,55,87,115,16
765,36.772375,-19.094556,G,9963.002757,0.033233,,20,1,41,12,8,15,,5,6,3,1
766,36.886542,-10.165639,G,2096.148866,0.006992,,91,3,47,20,19,5,,15,17,3,4
767,37.060317,31.311658,G,4989.146086,0.016642,,397,10,206,44,38,7,,14,21,13,8
768,37.092208,23.214667,G,6400.868771,0.021351,,61,,56,20,13,7,,14,21,4,2
769,37.113708,15.607083,G,4079.875561,0.013609,,26,,36,12,9,5,,7,14,1,4
770,37.344917,47.490528,G,5299.131488,0.017676,,25,,40,13,7,5,,2,8,1,1
771,37.226208,25.344306,G,5210.992505,0.017382,,32,2,46,16,11,7,,7,12,1,4
772,37.245125,28.145528,G,1015.097263,0.003386,,38,1,35,15,9,3,,5,14,,3
773,37.137678,-18.982092,G,4946.875349,0.016501,,18,2,10,6,3,15,1,4,5,2,
774,37.138,-19.042111,G,4951.971821,0.016518,,56,4,57,15,15,20,,14,23,3,4
775,37.021917,-47.856222,G,5502.990359,0.018356,,16,,41,9,6,15,,4,4,3,1
776,37.189458,-10.513889,G,4486.993719,0.014967,,32,4,35,11,9,6,,,8,1,3
777,37.359292,20.21725,G,4158.121392,0.01387,,35,1,42,13,7,6,,7,13,1,2
778,37.215125,-41.402667,G,5347.098281,0.017836,,42,1,48,12,9,20,,13,17,3,2
779,37.279708,-30.997028,G,4942.678255,0.016487,,31,2,44,11,12,18,,9,12,3,1
780,37.475167,25.256361,G,1912.975674,0.006381,,69,,58,24,16,7,,20,27,3,5
781,37.640292,32.176222,G,4773.895101,0.015924,,53,,59,21,12,7,,14,17,1,3
782,37.702708,37.136778,G,608.878512,0.002031,,174,7,73,24,16,7,,15,32,11,1
783,37.597337,-20.683723,G,4846.145084,0.016165,,16,1,10,6,3,13,1,3,4,2,
784,37.715,3.852222,GPair,6465.024357,0.021565,,19,,23,10,7,2,,2,4,,3
785,37.650917,-31.596194,G,4612.007174,0.015384,,39,1,20,9,11,17,2,10,12,2,4
786,37.859,1.346278,G,7293.950503,0.02433,,50,1,58,20,14,7,,8,15,1,2
787,37.969167,19.153056,G,971.927149,0.003242,,49,,29,19,15,5,1,11,18,2,4
788,37.998238,0.909985,G,6546.567905,0.021837,SPEC,55,1,98,26,20,15,,3,8,7,4
789,38.22425,23.327611,G,5559.051549,0.018543,,35,,44,12,10,6,,13,21,1,2
790,38.072958,-35.030222,G,2016.10428,0.006725,,59,1,53,14,10,19,,10,17,6,2
791,38.32575,22.393833,G,5428.941622,0.018109,,43,1,50,18,12,7,,11,18,1,2
792,38.40525,32.537333,G,9673.10345,0.032266,,17,,41,9,6,4,,3,6,1,3
793,38.176585,-33.002707,G,10666.915448,0.035581,,14,,18,6,5,13,3,3,4,2,
794,38.316164,-11.7449,G,4465.108869,0.014894,,23,,27,10,7,6,,3,9,1,3
795,38.379389,6.527797,G,8193.927462,0.027332,,21,,38,12,9,2,,3,4,1,4
796,38.411333,6.473306,G,8330.932615,0.027789,,28,1,40,13,8,7,,4,6,1,2
797,38.484566,0.923684,G,6578.175924,0.021942,SPEC,42,,85,18,14,15,,3,8,7,3
798,38.583792,32.505611,G,4855.138857,0.016195,,131,3,104,42,26,7,,19,25,2,5
799,38.602125,-10.843722,G,4758.905478,0.015874,,77,,46,14,13,6,1,16,19,1,6
800,38.792125,20.851472,G,4265.1473,0.014227,,55,1,55,16,12,11,,7,16,7,4
801,38.724333,-13.658306,G,4764.901327,0.015894,,40,,42,13,10,6,,7,14,1,4
802,38.931,11.465556,G,7853.063437,0.026195,,16,1,32,7,5,5,,2,7,1,1
803,39.040417,23.899119,G,5649.888663,0.018846,,45,1,25,13,13,5,1,9,22,,3
804,39.067292,25.423833,G,708.109786,0.002362,,124,5,69,27,21,6,,18,33,24,6
805,39.004019,0.42021,G,2613.890441,0.008719,,77,1,79,22,20,16,,6,16,18,6
806,39.126125,32.715333,G,4695.949062,0.015664,,43,,46,16,10,6,,12,19,1,2
807,39.027875,1.553639,G,6781.005608,0.022619,,30,1,38,12,9,6,,2,8,1,2
808,39.098417,0.708528,G,6584.94134,0.021965,,71,1,62,26,25,10,,3,9,7,5
809,39.13175,7.3095,G,6122.061785,0.020421,,57,3,48,18,12,6,,10,17,2,3
810,39.231833,11.086972,G,7907.02608,0.026375,,18,,38,9,7,7,,2,7,1,1
811,39.244333,-5.349222,G,4421.938756,0.01475,,58,,41,15,7,5,,9,9,1,2
812,39.237917,-29.190639,G,4942.978048,0.016488,,20,,42,12,10,19,,3,5,3,2
813,39.351,-1.821472,G,8604.043455,0.0287,,20,1,45,12,8,3,,3,3,1,2
814,39.38725,1.652,G,7260.073955,0.024217,,21,,38,12,9,3,,2,4,1,3
815,39.494525,-1.844049,G,8527.89626,0.028446,,44,2,47,16,10,7,,8,10,1,3
816,39.402458,-32.924444,G,4552.94806,0.015187,,44,1,56,11,16,18,,13,21,3,6
817,39.715867,27.847294,G,4587.1244,0.015301,,71,1,52,23,17,7,,19,21,2,5
818,39.795958,41.245639,G,4463.9097,0.01489,,26,1,39,10,7,6,,3,10,1,2
819,39.820375,40.872306,G,623.868105,0.002081,,205,9,81,23,13,7,,27,43,15,5
820,39.731792,9.097361,G,5124.95207,0.017095,,59,1,55,19,15,5,,8,15,1,4
821,39.727667,-14.305556,G,4558.044621,0.015204,,25,1,32,10,5,3,,1,2,1,2
822,39.86875,12.679722,G,3553.140212,0.011852,,23,1,6,7,6,5,1,3,6,,1
823,39.850667,1.962389,G,6652.994228,0.022192,,21,,34,13,10,3,,2,3,1,4
824,39.904792,10.843667,G,8598.047695,0.02868,,31,,38,11,9,3,,3,7,1,3
825,39.960833,18.024278,G,8547.982355,0.028513,,50,2,50,18,14,7,,7,18,1,3
826,40.058,17.882556,G,8610.938771,0.028723,,26,,41,13,10,4,,3,6,1,4
827,39.927083,-21.239944,G,4560.143079,0.015211,,26,,36,12,6,14,1,3,6,2,2
828,40.230292,8.595778,G,5428.042245,0.018106,,43,,52,18,13,6,,3,9,1,3
829,40.479458,32.088222,G,4561.042456,0.015214,,34,,27,13,10,5,,11,15,1,3
830,40.438458,0.443167,G,995.910545,0.003322,,321,10,104,35,24,8,,24,42,24,6
831,40.475917,5.948056,G,6363.994298,0.021228,,37,,51,18,11,5,,6,12,1,4
832,40.551947,-19.829718,G,7860.858041,0.026221,,16,,18,8,3,14,1,3,4,2,
833,40.797167,40.42675,G,4352.98649,0.01452,,46,1,42,14,11,7,,12,18,2,1
834,40.757458,8.130222,G,11447.874801,0.038186,,14,,42,12,7,2,,3,4,1,3
835,40.874989,37.341338,G,520.139915,0.001735,,484,10,105,33,19,7,,15,61,20,10
836,40.858167,31.470889,G,5100.069295,0.017012,,41,,42,12,7,9,,7,15,6,3
837,40.934021,32.495925,G,4129.940901,0.013776,,49,2,54,19,10,6,,15,22,4,2
838,40.978667,33.168444,G,5484.103434,0.018293,,28,,42,14,9,7,,7,14,1,2
839,40.826651,-23.840936,G,6822.077174,0.022756,,14,,10,6,4,13,1,3,4,2,
840,40.954583,6.642917,G,6110.969464,0.020384,,31,1,37,16,11,5,,7,14,1,2
841,40.93475,-29.003361,G,1451.894874,0.004843,,151,9,96,20,12,19,,4,34,8,3
842,41.248458,38.561861,G,13694.219689,0.045679,PHOT,7,,28,5,1,5,,,3,1,
843,41.178792,15.240083,G,7514.897545,0.025067,,33,,38,14,11,7,,7,12,1,4
844,41.309208,35.188694,G,4981.05169,0.016615,,35,1,38,13,11,5,,12,18,2,3
845,41.291417,-4.710778,G,7844.969041,0.026168,,43,,46,11,6,6,,5,8,1,1
846,41.273,-15.587806,G,3998.931537,0.013339,,38,,46,15,10,6,,7,14,1,3
847,41.325083,-17.708361,G,7552.071809,0.025191,,64,3,52,15,14,20,,13,15,5,1
848,41.419167,-15.357778,G,4057.990622,0.013536,,44,1,26,8,4,5,,1,2,1,3
849,41.446083,-15.510667,G,7883.042893,0.026295,,17,,42,11,6,4,,3,2,1,1
850,41.648875,32.449278,G,4824.859819,0.016094,,42,1,42,14,6,6,,10,17,1,2
851,41.499616,-7.578467,G,1411.1231,0.004707,,437,9,135,28,21,11,1,26,52,31,8
852,41.74025,39.012639,G,9090.007119,0.030321,,24,1,36,11,4,7,,,3,1,1
853,41.605426,3.607288,G,6789.999381,0.022649,,115,1,49,19,18,7,,13,27,2,4
854,41.604852,-0.498649,G,1523,0.00508,,351,9,135,30,31,16,1,20,49,28,5
855,41.641401,-0.247158,G,2740.312021,0.009141,SPEC,188,5,88,26,24,12,,32,42,16,5
856,41.656792,-26.971944,G,7129.964029,0.023783,,35,1,45,15,7,17,,5,7,4,1
857,41.673667,-25.346667,G,10466.054501,0.034911,,31,3,47,14,8,18,,3,7,3,
858,41.72274,-22.64609,G,6917.111623,0.023073,,26,2,32,11,4,17,1,,7,2,
859,41.984875,41.246472,G,4040.902541,0.013479,,46,1,43,14,10,7,,4,14,2,2
860,41.90775,4.637639,G,6406.86462,0.021371,,48,,43,17,13,7,,4,11,2,2
861,42.121125,47.993083,G,7418.963958,0.024747,,16,1,34,10,4,7,,,3,1,
862,42.018167,27.103111,G,5649.888663,0.018846,,48,1,44,15,13,7,,12,18,1,3
863,42.168583,17.223639,G,6468.022281,0.021575,,28,2,45,15,11,6,,3,10,1,3
864,42.211657,-0.767391,G,6487.776506,0.021641,SPEC,69,1,107,27,23,15,,6,18,7,4
865,42.245167,3.168667,G,4156.022845,0.013863,,53,1,44,19,14,7,,7,13,1,2
866,42.116583,-40.554917,G,4820.962517,0.016081,,34,1,50,11,6,19,,14,17,4,3
867,42.169917,-31.536222,G,4998.13986,0.016672,,69,5,57,15,16,19,,14,23,3,6
868,42.196875,-36.714667,G,5136.04439,0.017132,,26,1,46,10,10,19,1,3,8,4,1
869,42.28,-16.993361,G,3467.999154,0.011568,,51,1,46,13,11,5,,13,19,1,4
870,42.412167,14.619806,G,9072.918949,0.030264,,28,,40,14,11,7,,3,6,1,4
871,42.518875,41.389278,G,5753.916646,0.019193,,29,1,35,11,11,5,,2,7,1,2
872,42.366452,-0.872991,G,7156.94535,0.023873,,75,,96,28,24,15,,2,11,7,3
873,42.266352,-31.172511,G,5863.041101,0.019557,,59,1,45,13,18,19,,10,13,3,3
874,42.458708,22.753639,G,5550.957152,0.018516,,26,,39,12,8,5,,1,8,1,2
875,42.471542,14.401806,G,8681.090206,0.028957,,16,,39,11,9,4,,3,4,1,4
876,42.397375,-0.72375,G,6562.584018,0.02189,SPEC,31,,54,12,12,6,,1,2,1,1
877,42.473328,-1.003631,G,7020.761628,0.023419,SPEC,56,,104,28,19,14,,7,7,7,3
878,42.406417,-30.995833,G,6584.94134,0.021965,,38,1,48,15,15,18,,9,13,3,4
879,42.60575,13.266222,G,8497.017637,0.028343,,20,,33,8,7,3,,3,4,1,2
880,42.648708,13.335056,G,7698.970114,0.025681,,27,1,39,11,9,7,,2,6,1,2
881,42.574042,-8.597083,G,5330.756294,0.017781,SPEC,71,,79,17,16,14,,18,23,10,6
882,42.799708,8.075778,G,6619.11768,0.022079,,25,1,43,12,8,7,,,10,1,3
883,42.648083,-31.520083,G,7145.853029,0.023836,,34,,55,18,10,19,,5,8,3,1
884,42.789167,2.593833,G,4501.983342,0.015017,,32,,47,16,10,6,,3,8,1,3
885,42.825625,-28.200694,G,5125.851447,0.017098,,40,1,43,12,11,18,,13,16,3,2
886,42.99499,-33.34018,G,6394.872922,0.021331,,48,1,25,10,9,17,2,18,24,4,4
887,43.113042,-30.776528,G,6769.013909,0.022579,,35,1,49,16,12,19,,3,6,3,2
888,43.42225,13.014139,G,3640.080025,0.012142,,119,3,84,16,9,7,,6,22,2,3
889,43.421487,6.265283,G,7379.990939,0.024617,,62,1,41,16,13,7,,11,19,3,2
890,43.459375,12.849222,G,3568.129835,0.011902,,78,1,49,14,9,10,,8,24,8,1
891,43.609292,42.650028,G,2163.002584,0.007215,,36,1,44,16,9,5,,8,15,2,2
892,43.372375,-30.860361,G,6348.105298,0.021175,,44,2,43,13,12,18,,13,14,3,2
893,43.514615,6.257668,G,7603.936025,0.025364,,61,1,54,12,11,7,,17,23,1,2
894,43.635333,9.451306,G,8176.839292,0.027275,,16,,42,12,8,2,,3,4,1,4
895,43.644667,15.84425,G,10618.948655,0.035421,,16,,36,8,7,3,,1,6,1,4
896,43.665917,9.356917,G,7520.893394,0.025087,,22,1,21,9,7,5,,7,15,1,2
897,43.639625,-18.635083,G,2062.871903,0.006881,,77,2,69,21,15,19,,21,25,5,5
898,43.794833,9.336861,G,8115.082046,0.027069,,15,,28,7,4,5,,,1,1,
899,43.821042,12.224667,G,7749.934832,0.025851,,20,,43,10,8,7,,2,8,1,1
900,43.733667,-21.898167,G,8636.121338,0.028807,,35,1,47,13,8,19,,9,10,3,
901,43.834083,8.828167,G,7996.06444,0.026672,,35,1,39,14,14,7,,7,12,1,3
902,43.943417,33.766628,G,1548.128253,0.005164,,44,1,40,22,14,5,,4,14,3,5
903,43.998333,38.116444,G,42706.035227,0.142452,PHOT,8,1,28,5,1,5,,,3,1,
904,43.945542,6.217528,G,7996.963817,0.026675,,42,,41,12,10,7,1,1,11,1,2
905,43.802015,-36.300167,G,1438.104421,0.004797,,43,,21,10,11,13,1,10,11,4,1
906,44.036398,15.79245,G,10172.857477,0.033933,,27,,39,8,9,7,,1,10,1,3
907,43.988583,0.692611,G,4155.881943,0.013863,SPEC,101,1,92,32,25,10,,7,14,10,6
908,43.953663,1.079369,G,5034.114955,0.016792,,45,,84,25,19,9,,11,14,7,4
909,43.99,6.494806,G,7696.871567,0.025674,,73,,52,15,11,7,,17,23,1,2
910,43.861729,-42.369222,G,5654.085758,0.01886,,13,1,12,7,3,13,1,3,4,2,
911,44.073333,4.529333,G,8262.879727,0.027562,,45,1,53,13,13,7,,11,17,1,2
912,44.094667,6.155222,G,7773.018851,0.025928,,48,1,54,12,11,5,,13,19,1,4
913,44.11304,0.875752,G,6867.046043,0.022906,,53,,91,26,19,15,,2,7,7,4
914,44.208167,15.984361,G,9879.960366,0.032956,,32,1,40,10,9,5,,5,12,1,3
915,44.195542,4.977833,G,7701.968038,0.025691,,36,,43,8,6,6,,4,11,1,1
916,44.281458,17.514278,G,6977.969252,0.023276,,40,,56,14,10,8,,8,16,2,3
917,44.288375,5.320917,G,7413.867486,0.02473,,39,,43,11,8,7,,4,11,1,1
918,44.514083,35.257694,G,4849.143008,0.016175,,40,,54,19,12,7,1,3,14,2,4
919,44.473417,15.743833,G,9053.132647,0.030198,,17,,36,12,8,3,,2,4,1,4
920,44.592042,3.86275,G,3053.086392,0.010184,,50,1,51,19,13,7,,13,22,1,3
921,44.59,-2.042528,G,2518.856232,0.008402,,53,,28,21,11,6,,7,9,4,3
922,44.623624,6.30643,G,6709.055418,0.022379,,69,1,60,14,16,7,,11,16,1,2
923,44.454833,-36.717917,G,6244.077315,0.020828,,54,2,67,17,17,20,,14,20,4,6
924,44.885375,37.009194,G,16621.992834,0.055445,,14,,32,7,4,5,,3,7,1,1
925,44.81204,16.038225,G,9072.019572,0.030261,,30,,39,10,12,7,,4,11,1,3
926,44.817077,6.133483,G,8214.912934,0.027402,,38,,42,15,13,2,,2,5,1,4
927,44.818208,7.305222,G,7620.124697,0.025418,,47,1,58,14,9,6,,18,22,1,2
928,45.094667,34.072444,G,6801.091702,0.022686,,24,1,42,14,9,7,,3,10,1,2
929,45.145833,11.842778,G,7784.111172,0.025965,,26,1,44,11,8,7,,1,7,1,1
930,45.092042,-17.152528,G,2281.120813,0.007609,,74,1,61,20,16,7,,23,25,3,6
931,45.064902,-22.290312,G,3003.920429,0.01002,,28,,16,8,7,13,,10,9,2,
932,45.167525,0.020461,G,2842.931879,0.009483,,43,,36,18,14,8,1,3,8,,2
933,44.5275,-74.456611,G,4805.373309,0.016029,,49,2,62,16,12,17,,13,14,4,1
934,45.403125,31.81925,G,6221.892673,0.020754,,27,,38,13,8,5,,3,8,1,3
935,46.016667,74.443889,G,2013.106355,0.006715,,21,,19,6,5,3,,1,9,,1
936,45.474333,35.733234,G,4874.92516,0.016261,,40,1,43,13,10,7,,2,12,1,4
937,45.500833,35.760278,GPair,13118.018585,0.043757,,9,1,2,2,1,3,,,2,,1
938,45.532083,29.106389,G,3116.942186,0.010397,,43,,26,18,12,7,,7,14,1,4
939,45.550917,17.345472,G,6933.899761,0.023129,,42,1,33,10,7,6,,3,13,4,2
940,45.894792,46.386361,G,2388.14672,0.007966,,126,5,55,20,15,8,,23,43,21,6
941,45.660333,-18.897778,G,1778.069068,0.005931,,112,5,74,21,14,19,,16,36,13,6
942,45.625833,-42.335278,G,11926.943149,0.039784,,10,,10,6,2,13,2,,3,3,
943,45.995792,43.398306,G,2741.901821,0.009146,,66,1,53,17,7,7,,13,25,2,
944,45.850542,4.491778,G,6018.933179,0.020077,,53,1,55,16,14,7,,17,20,1,2
945,45.877693,-20.176074,G,3322.000227,0.011081,,34,1,14,9,10,17,1,10,11,2,
946,46.073458,1.757639,G,7012.145593,0.02339,,27,1,43,12,8,6,,3,8,1,2
947,46.16325,5.442917,G,8411.876579,0.028059,,25,1,47,8,7,2,,2,7,1,2
948,46.231,21.376667,G,4212.084035,0.01405,,30,,39,13,9,5,,3,10,1,2
